Cycle,Battery#1,#1_SOH,Battery#2,#2_SOH,Battery#3,#3_SOH,,Battery#4,#4 SOH,Battery#5,#5 SOH,Battery#6,#6 SOH,,Battery#7,#7 SOH,Battery#8,#8 SOH,Battery#9,#9 SOH
1490,1.0228443,0.929858455,1.0163956,0.923996,0.97225308,0.883866436,,,,,,,,,,,,,,
1491,1.0231909,0.930173545,1.0176576,0.925143273,0.97197288,0.883611709,,,,,,,,,,,,,,
1492,1.0225579,0.929598091,1.0175822,0.925074727,0.9710784,0.882798545,,,,,,,,,,,,,,
1493,1.0235174,0.930470364,1.0185145,0.925922273,0.97152108,0.883200982,,,,,,,,,,,,,,
1494,1.0226854,0.929714,1.0186654,0.926059455,0.9715212,0.883201091,,,,,,,,,,,,,,
1495,1.0235111,0.930464636,1.0188682,0.926243818,0.97215819,0.883780173,,,,,,,,,,,,,,
1496,1.0227978,0.929816182,1.0190433,0.926403,0.97129333,0.882993936,,,,,,,,,,,,,,
1497,1.0231922,0.930174727,1.0186572,0.926052,0.9713645,0.883058636,,,,,,,,,,,,,,
1498,1.0230911,0.930082818,1.0191753,0.926523,0.97133678,0.883033436,,,,,,,,,,,,,,
1499,1.0227362,0.929760182,1.0189898,0.926354364,0.97043145,0.882210409,,,,,,,,,,,,,,
1500,1.0229722,0.929974727,1.0190653,0.926423,0.97096056,0.882691418,,,,,,,,,,,,,,
1501,1.0229044,0.929913091,1.0190102,0.926372909,0.9713282,0.883025636,,,,,,,,,,,,,,
1502,1.0232716,0.930246909,1.0194759,0.926796273,0.97067434,0.882431218,,,,,,,,,,,,,,
1503,1.0230365,0.930033182,1.0184171,0.925833727,0.9692536,0.881139636,,,,,,,,,,,,,,
1504,1.0232133,0.930193909,1.0189571,0.926324636,0.97005463,0.881867845,,,,,,,,,,,,,,
1505,1.022977,0.929979091,1.0175906,0.925082364,0.96975601,0.881596373,,,,,,,,,,,,,,
1506,1.0224342,0.929485636,1.0185077,0.925916091,0.97038025,0.882163864,,,,,,,,,,,,,,
1507,1.0226207,0.929655182,1.0189956,0.926359636,0.96920836,0.881098509,,,,,,,,,,,,,,
1508,1.0226929,0.929720818,1.018777,0.926160909,0.96916115,0.881055591,,,,,,,,,,,,,,
1509,1.0226682,0.929698364,1.0182748,0.925704364,0.96878928,0.880717527,,,,,,,,,,,,,,
1510,1.0222707,0.929337,1.0182904,0.925718545,0.96835214,0.880320127,,,,,,,,,,,,,,
1511,1.0227689,0.929789909,1.0177872,0.925261091,0.96820492,0.880186291,,,,,,,,,,,,,,
1512,1.0225612,0.929601091,1.0183622,0.925783818,0.96859455,0.8805405,,,,,,,,,,,,,,
1513,1.0221566,0.929233273,1.0182025,0.925638636,0.96840143,0.880364936,,,,,,,,,,,,,,
1514,1.0227152,0.929741091,1.0185051,0.925913727,0.96749502,0.879540927,,,,,,,,,,,,,,
1515,1.0224893,0.929535727,1.0181774,0.925615818,0.96771234,0.879738491,,,,,,,,,,,,,,
1516,1.0219414,0.929037636,1.0182589,0.925689909,0.96754742,0.879588564,,,,,,,,,,,,,,
1517,1.022154,0.929230909,1.0184885,0.925898636,0.96754396,0.879585418,,,,,,,,,,,,,,
1518,1.0218014,0.928910364,1.0184054,0.925823091,0.96663058,0.878755073,,,,,,,,,,,,,,
1519,1.0226822,0.929711091,1.0186421,0.926038273,0.96470952,0.877008655,,,,,,,,,,,,,,
1520,1.0217419,0.928856273,1.0179775,0.925434091,0.96607488,0.878249891,,,,,,,,,,,,,,
1521,1.0223367,0.929397,1.0177778,0.925252545,0.96615714,0.878324673,,,,,,,,,,,,,,
1522,1.0217508,0.928864364,1.0180359,0.925487182,0.96595943,0.878144936,,,,,,,,,,,,,,
1523,1.0220836,0.929166909,1.0179868,0.925442545,0.96583247,0.878029518,,,,,,,,,,,,,,
1524,1.0218213,0.928928455,1.0181509,0.925591727,0.96565539,0.877868536,,,,,,,,,,,,,,
1525,1.0217452,0.928859273,1.0180095,0.925463182,0.96415377,0.876503427,,,,,,,,,,,,,,
1526,1.0214685,0.928607727,1.0177699,0.925245364,0.9645592,0.876872,,,,,,,,,,,,,,
1527,1.0221164,0.929196727,1.0179834,0.925439455,0.96517056,0.877427782,,,,,,,,,,,,,,
1528,1.020956,0.928141818,1.0180198,0.925472545,0.96474922,0.877044745,,,,,,,,,,,,,,
1529,1.0219636,0.929057818,1.0181694,0.925608545,0.96407777,0.876434336,,,,,,,,,,,,,,
1530,1.020759,0.927962727,1.0172819,0.924801727,0.96389878,0.876271618,,,,,,,,,,,,,,
1531,1.0213767,0.928524273,1.0169125,0.924465909,0.96422094,0.876564491,,,,,,,,,,,,,,
1532,1.0210311,0.928210091,1.0171487,0.924680636,0.96407765,0.876434227,,,,,,,,,,,,,,
1533,1.0214309,0.928573545,1.0178063,0.925278455,0.96095115,0.873591955,,,,,,,,,,,,,,
1534,1.0202391,0.927490091,1.0172101,0.924736455,0.9634974,0.875906727,,,,,,,,,,,,,,
1535,1.0207205,0.927927727,1.0178132,0.925284727,0.96363825,0.876034773,,,,,,,,,,,,,,
1536,1.0202888,0.927535273,1.0167615,0.924328636,0.96331662,0.875742382,,,,,,,,,,,,,,
1537,1.0205387,0.927762455,1.016808,0.924370909,0.96213341,0.874666736,,,,,,,,,,,,,,
1538,1.0205506,0.927773273,1.0167358,0.924305273,0.96308374,0.875530673,,,,,,,,,,,,,,
1539,1.0198271,0.927115545,1.0165219,0.924110818,0.96294671,0.8754061,,,,,,,,,,,,,,
1540,1.0203885,0.927625909,1.0163256,0.923932364,0.96213359,0.8746669,,,,,,,,,,,,,,
1541,1.0205106,0.927736909,1.0164592,0.924053818,0.96139699,0.873997264,,,,,,,,,,,,,,
1542,1.0207595,0.927963182,1.0165538,0.924139818,0.96226078,0.874782527,,,,,,,,,,,,,,
1543,1.0199168,0.927197091,1.017498,0.924998182,0.96255821,0.875052918,,,,,,,,,,,,,,
1544,1.0203085,0.927553182,1.0167251,0.924295545,0.96219957,0.874726882,,,,,,,,,,,,,,
1545,1.0197426,0.927038727,1.0165231,0.924111909,0.96210384,0.874639855,,,,,,,,,,,,,,
1546,1.0207217,0.927928818,1.0166751,0.924250091,0.96207476,0.874613418,,,,,,,,,,,,,,
1547,1.0192007,0.926546091,1.0155405,0.923218636,0.96167415,0.874249227,,,,,,,,,,,,,,
1548,1.0205425,0.927765909,1.0160604,0.923691273,0.96103191,0.873665373,,,,,,,,,,,,,,
1549,1.0199018,0.927183455,1.0160152,0.923650182,0.95978439,0.872531264,,,,,,,,,,,,,,
1550,1.0199999,0.927272636,1.0168598,0.924418,0.96105433,0.873685755,,,,,,,,,,,,,,
1551,1.0197142,0.927012909,1.0156937,0.923357909,0.96115518,0.873777436,,,,,,,,,,,,,,
1552,1.0198424,0.927129455,1.015891,0.923537273,0.96019995,0.872909045,,,,,,,,,,,,,,
1553,1.0194075,0.926734091,1.01578,0.923436364,0.96032792,0.873025382,,,,,,,,,,,,,,
1554,1.0194262,0.926751091,1.0157512,0.923410182,0.96039981,0.873090736,,,,,,,,,,,,,,
1555,1.0185657,0.925968818,1.0159792,0.923617455,0.95824605,0.871132773,,,,,,,,,,,,,,
1556,1.0198973,0.927179364,1.0165501,0.924136455,0.95915371,0.871957918,,,,,,,,,,,,,,
1557,1.0189385,0.926307727,1.0155154,0.923195818,0.95981294,0.872557218,,,,,,,,,,,,,,
1558,1.0196185,0.926925909,1.0162475,0.923861364,0.95979816,0.872543782,,,,,,,,,,,,,,
1559,1.0191919,0.926538091,1.0151594,0.922872182,0.95984823,0.8725893,,,,,,,,,,,,,,
1560,1.0192118,0.926556182,1.0157059,0.923369,0.95915574,0.871959764,,,,,,,,,,,,,,
1561,1.0183805,0.925800455,1.015661,0.923328182,0.9587276,0.871570545,,,,,,,,,,,,,,
1562,1.0193312,0.926664727,1.0159038,0.923548909,0.95880407,0.871640064,,,,,,,,,,,,,,
1563,1.0188298,0.926208909,1.0157357,0.923396091,0.95875984,0.871599855,,,,,,,,,,,,,,
1564,1.0188515,0.926228636,1.0157437,0.923403364,0.9583624,0.871238545,,,,,,,,,,,,,,
1565,1.0188355,0.926214091,1.0144452,0.922222909,0.95804369,0.870948809,,,,,,,,,,,,,,
1566,1.0181253,0.925568455,1.0152993,0.922999364,0.95820332,0.871093927,,,,,,,,,,,,,,
1567,1.0183078,0.925734364,1.0142639,0.922058091,0.95763004,0.870572764,,,,,,,,,,,,,,
1568,1.0181099,0.925554455,1.0148338,0.922576182,0.95808691,0.8709881,,,,,,,,,,,,,,
1569,1.0189581,0.926325545,1.0147072,0.922461091,0.9580043,0.870913,,,,,,,,,,,,,,
1570,1.018268,0.925698182,1.0142347,0.922031545,0.9569658,0.869968909,,,,,,,,,,,,,,
1571,1.0187452,0.926132,1.0149177,0.922652455,0.95635045,0.8694095,,,,,,,,,,,,,,
1572,1.0178365,0.925305909,1.0147225,0.922475,0.95658755,0.869625045,,,,,,,,,,,,,,
1573,1.0183461,0.925769182,1.0143239,0.922112636,0.95681769,0.869834264,,,,,,,,,,,,,,
1574,1.0184375,0.925852273,1.013661,0.92151,0.9570511,0.870046455,,,,,,,,,,,,,,
1575,1.0184702,0.925882,1.0150855,0.922805,0.95603657,0.869124155,,,,,,,,,,,,,,
1576,1.0174255,0.924932273,1.0143658,0.922150727,0.95601243,0.869102209,,,,,,,,,,,,,,
1577,1.0182062,0.925642,1.0149603,0.922691182,0.95593101,0.869028191,,,,,,,,,,,,,,
1578,1.0175929,0.925084455,1.013209,0.921099091,0.95601183,0.869101664,,,,,,,,,,,,,,
1579,1.018141,0.925582727,1.0141103,0.921918455,0.9554987,0.868635182,,,,,,,,,,,,,,
1580,1.0182498,0.925681636,1.0133728,0.921248,0.95512366,0.868294236,,,,,,,,,,,,,,
1581,1.0179358,0.925396182,1.0123389,0.920308091,0.95585555,0.868959591,,,,,,,,,,,,,,
1582,1.0174617,0.924965182,1.0135411,0.921401,0.95597851,0.869071373,,,,,,,,,,,,,,
1583,1.0178914,0.925355818,1.0130851,0.920986455,0.95552588,0.868659891,,,,,,,,,,,,,,
1584,1.0171791,0.924708273,1.0141714,0.921974,0.95525706,0.868415509,,,,,,,,,,,,,,
1585,1.0174502,0.924954727,1.0134491,0.921317364,0.95549768,0.868634255,,,,,,,,,,,,,,
1586,1.0175066,0.925006,1.0135752,0.921432,0.95445675,0.867687955,,,,,,,,,,,,,,
1587,1.0176808,0.925164364,1.01323,0.921118182,0.95394266,0.8672206,,,,,,,,,,,,,,
1588,1.0174097,0.924917909,1.0131032,0.921002909,0.9540146,0.867286,,,,,,,,,,,,,,
1589,1.0173799,0.924890818,1.013225,0.921113636,0.95457166,0.867792418,,,,,,,,,,,,,,
1590,1.0164136,0.924012364,1.0137354,0.921577636,0.95341903,0.866744573,,,,,,,,,,,,,,
1591,1.0167317,0.924301545,1.0129459,0.920859909,0.95347667,0.866796973,,,,,,,,,,,,,,
1592,1.016126,0.923750909,1.0129673,0.920879364,0.95362139,0.866928536,,,,,,,,,,,,,,
1593,1.0167166,0.924287818,1.0134876,0.921352364,0.95336044,0.866691309,,,,,,,,,,,,,,
1594,1.0157316,0.923392364,1.0126582,0.920598364,0.95169294,0.8651754,,,,,,,,,,,,,,
1595,1.0164766,0.924069636,1.0115581,0.919598273,0.95199573,0.865450664,,,,,,,,,,,,,,
1596,1.0163131,0.923921,1.0120901,0.920081909,0.9510535,0.864594091,,,,,,,,,,,,,,
1597,1.0168849,0.924440818,1.0120436,0.920039636,0.95284796,0.866225418,,,,,,,,,,,,,,
1598,1.0162821,0.923892818,1.0122299,0.920209,0.95217991,0.8656181,,,,,,,,,,,,,,
1599,1.0164878,0.924079818,1.0112799,0.919345364,0.9522,0.865636364,,,,,,,,,,,,,,
1600,1.0160534,0.923684909,1.0110579,0.919143545,0.95209473,0.865540664,,,,,,,,,,,,,,
1601,1.0161586,0.923780545,1.011242,0.919310909,0.95206922,0.865517473,,,,,,,,,,,,,,
1602,1.0157746,0.923431455,1.0115076,0.919552364,0.9513132,0.864830182,,,,,,,,,,,,,,
1603,1.0165087,0.924098818,1.0111967,0.919269727,0.94981265,0.863466045,,,,,,,,,,,,,,
1604,1.0155911,0.923264636,1.0115925,0.919629545,0.95130813,0.864825573,,,,,,,,,,,,,,
1605,1.0160477,0.923679727,1.0116227,0.919657,0.95087487,0.8644317,,,,,,,,,,,,,,
1606,1.0154289,0.923117182,1.0111585,0.919235,0.95117134,0.864701218,,,,,,,,,,,,,,
1607,1.0160849,0.923713545,1.010343,0.918493636,0.95056814,0.864152855,,,,,,,,,,,,,,
1608,1.0153512,0.923046545,1.0100933,0.918266636,0.95060223,0.864183845,,,,,,,,,,,,,,
1609,1.0161248,0.923749818,1.0106955,0.918814091,0.94936949,0.863063173,,,,,,,,,,,,,,
1610,1.0151547,0.922867909,1.0105407,0.918673364,0.94998914,0.863626491,,,,,,,,,,,,,,
1611,1.0155672,0.923242909,1.0099734,0.918157636,0.94995844,0.863598582,,,,,,,,,,,,,,
1612,1.0144268,0.922206182,1.0100801,0.918254636,0.95042646,0.864024055,,,,,,,,,,,,,,
1613,1.0154381,0.923125545,1.0098894,0.918081273,0.94963664,0.863306036,,,,,,,,,,,,,,
1614,1.0151402,0.922854727,1.0100875,0.918261364,0.94934112,0.863037382,,,,,,,,,,,,,,
1615,1.0155333,0.923212091,1.0101728,0.918338909,0.94919795,0.862907227,,,,,,,,,,,,,,
1616,1.0150341,0.922758273,1.009624,0.91784,0.94892043,0.862654936,,,,,,,,,,,,,,
1617,1.0156794,0.923344909,1.0098299,0.918027182,0.94831103,0.862100936,,,,,,,,,,,,,,
1618,1.0149231,0.922657364,1.009478,0.917707273,0.94840479,0.862186173,,,,,,,,,,,,,,
1619,1.0147359,0.922487182,1.0091114,0.917374,0.94841444,0.862194945,,,,,,,,,,,,,,
1620,1.0144906,0.922264182,1.0080736,0.916430545,0.94826353,0.862057755,,,,,,,,,,,,,,
1621,1.0148787,0.922617,1.0090902,0.917354727,0.94785738,0.861688527,,,,,,,,,,,,,,
1622,1.0141841,0.921985545,1.0079798,0.916345273,0.94786006,0.861690964,,,,,,,,,,,,,,
1623,1.015118,0.922834545,1.0079834,0.916348545,0.94778931,0.861626645,,,,,,,,,,,,,,
1624,1.0139184,0.921744,1.0081513,0.916501182,0.94771183,0.861556209,,,,,,,,,,,,,,
1625,1.0140125,0.921829545,1.0075845,0.915985909,0.94702709,0.860933718,,,,,,,,,,,,,,
1626,1.0145292,0.922299273,1.0080173,0.916379364,0.94698972,0.860899745,,,,,,,,,,,,,,
1627,1.0138336,0.921666909,1.0075269,0.915933545,0.94655532,0.860504836,,,,,,,,,,,,,,
1628,1.0139855,0.921805,1.0078169,0.916197182,0.94640082,0.860364382,,,,,,,,,,,,,,
1629,1.0145112,0.922282909,1.0067855,0.915259545,0.94616979,0.860154355,,,,,,,,,,,,,,
1630,1.0138748,0.921704364,1.006685,0.915168182,0.94616497,0.860149973,,,,,,,,,,,,,,
1631,1.0130554,0.920959455,1.0072321,0.915665545,0.94683629,0.860760264,,,,,,,,,,,,,,
1632,1.0138142,0.921649273,1.0072069,0.915642636,0.94395602,0.858141836,,,,,,,,,,,,,,
1633,1.0136436,0.921494182,1.006034,0.914576364,0.94606596,0.860059964,,,,,,,,,,,,,,
1634,1.0140054,0.921823091,1.0069524,0.915411273,0.94553256,0.859575055,,,,,,,,,,,,,,
1635,1.0137329,0.921575364,1.0062804,0.914800364,0.94535863,0.859416936,,,,,,,,,,,,,,
1636,1.0130887,0.920989727,1.0053356,0.913941455,0.94384086,0.858037145,,,,,,,,,,,,,,
1637,1.0137907,0.921627909,1.0057939,0.914358091,0.94441158,0.858555982,,,,,,,,,,,,,,
1638,1.0135242,0.921385636,1.0055695,0.914154091,0.94447511,0.858613736,,,,,,,,,,,,,,
1639,1.0130773,0.920979364,1.0059394,0.914490364,0.94435525,0.858504773,,,,,,,,,,,,,,
1640,1.012598,0.920543636,1.0049832,0.913621091,0.94316924,0.857426582,,,,,,,,,,,,,,
1641,1.0127112,0.920646545,1.0055203,0.914109364,0.94336098,0.857600891,,,,,,,,,,,,,,
1642,1.0125865,0.920533182,1.0051024,0.913729455,0.93539399,0.850358173,,,,,,,,,,,,,,
1643,1.0128182,0.920743818,1.0053262,0.913932909,0.9433704,0.857609455,,,,,,,,,,,,,,
1644,1.0129113,0.920828455,1.0043484,0.913044,0.94146138,0.855873982,,,,,,,,,,,,,,
1645,1.0123423,0.920311182,1.0046306,0.913300545,0.94309324,0.857357491,,,,,,,,,,,,,,
1646,1.0121855,0.920168636,1.0042611,0.912964636,0.94338495,0.857622682,,,,,,,,,,,,,,
1647,1.0122573,0.920233909,1.0038694,0.912608545,0.94162422,0.856022018,,,,,,,,,,,,,,
1648,1.0128236,0.920748727,1.0043242,0.913022,0.94161385,0.856012591,,,,,,,,,,,,,,
1649,1.01149,0.919536364,1.0035504,0.912318545,0.93943572,0.854032473,,,,,,,,,,,,,,
1650,1.0123649,0.920331727,1.0039333,0.912666636,0.94197416,0.856340145,,,,,,,,,,,,,,
1651,1.0110065,0.919096818,1.0033125,0.912102273,0.94153821,0.855943827,,,,,,,,,,,,,,
1652,1.0119777,0.919979727,1.003557,0.912324545,0.94106412,0.855512836,,,,,,,,,,,,,,
1653,1.0117108,0.919737091,1.0028021,0.911638273,0.93286085,0.848055318,,,,,,,,,,,,,,
1654,1.0113078,0.919370727,1.0025735,0.911430455,0.94022071,0.8547461,,,,,,,,,,,,,,
1655,1.0115589,0.919599,1.0028256,0.911659636,0.93912828,0.853752982,,,,,,,,,,,,,,
1656,1.011569,0.919608182,1.002926,0.911750909,0.93904608,0.853678255,,,,,,,,,,,,,,
1657,1.0108343,0.918940273,1.0020164,0.910924,0.9402625,0.854784091,,,,,,,,,,,,,,
1658,1.0116559,0.919687182,1.0023618,0.911238,0.93876213,0.853420118,,,,,,,,,,,,,,
1659,1.010476,0.918614545,1.0010352,0.910032,0.9398815,0.854437727,,,,,,,,,,,,,,
1660,1.0115079,0.919552636,1.0018111,0.910737364,0.93919492,0.853813564,,,,,,,,,,,,,,
1661,1.0110799,0.919163545,1.0020936,0.910994182,0.9389509,0.853591727,,,,,,,,,,,,,,
1662,1.011584,0.919621818,1.0020152,0.910922909,0.93923038,0.8538458,,,,,,,,,,,,,,
1663,1.0112375,0.919306818,1.0009626,0.909966,0.93921709,0.853833718,,,,,,,,,,,,,,
1664,1.0107599,0.918872636,1.0004146,0.909467818,0.93859011,0.853263736,,,,,,,,,,,,,,
1665,1.0110749,0.919159,1.0014971,0.910451909,0.93837017,0.853063791,,,,,,,,,,,,,,
1666,1.0110109,0.919100818,1.0015229,0.910475364,0.93878418,0.853440164,,,,,,,,,,,,,,
1667,1.0103165,0.918469545,1.0012221,0.910201909,0.93774927,0.852499336,,,,,,,,,,,,,,
1668,1.0099584,0.918144,1.0004447,0.909495182,0.93776429,0.852512991,,,,,,,,,,,,,,
1669,1.0107962,0.918905636,1.000392,0.909447273,0.93718362,0.851985109,,,,,,,,,,,,,,
1670,1.0098246,0.918022364,1.0005742,0.909612909,0.93734103,0.852128209,,,,,,,,,,,,,,
1671,1.0103302,0.918482,1.000224,0.909294545,0.93705744,0.8518704,,,,,,,,,,,,,,
1672,1.0103519,0.918501727,1.0000967,0.909178818,0.93609345,0.850994045,,,,,,,,,,,,,,
1673,1.0100344,0.918213091,0.99955875,0.908689773,0.93674845,0.8515895,,,,,,,,,,,,,,
1674,1.0099204,0.918109455,0.99949032,0.908627564,0.93592507,0.850840973,,,,,,,,,,,,,,
1675,1.0095574,0.917779455,0.99909937,0.908272155,0.9360106,0.850918727,,,,,,,,,,,,,,
1676,1.0098917,0.918083364,0.99919707,0.908360973,0.93370169,0.848819718,,,,,,,,,,,,,,
1677,1.0093709,0.917609909,0.99910778,0.9082798,0.93580341,0.850730373,,,,,,,,,,,,,,
1678,1.0091932,0.917448364,0.9992094,0.908372182,0.93568403,0.850621845,,,,,,,,,,,,,,
1679,1.0096793,0.917890273,0.99854881,0.907771645,0.93497056,0.849973236,,,,,,,,,,,,,,
1680,1.0087463,0.917042091,0.99898684,0.908169855,0.93534058,0.850309618,,,,,,,,,,,,,,
1681,1.0091797,0.917436091,0.99876261,0.907966009,0.93377155,0.848883227,,,,,,,,,,,,,,
1682,1.008462,0.916783636,0.99830812,0.907552836,0.93512285,0.850111682,,,,,,,,,,,,,,
1683,1.0089757,0.917250636,0.99795735,0.907233955,0.93391061,0.849009645,,,,,,,,,,,,,,
1684,1.0089679,0.917243545,0.99826276,0.9075116,0.93411928,0.849199345,,,,,,,,,,,,,,
1685,1.0090668,0.917333455,0.99775839,0.907053082,0.93380451,0.848913191,,,,,,,,,,,,,,
1686,1.0086311,0.916937364,0.99746293,0.906784482,0.93339103,0.8485373,,,,,,,,,,,,,,
1687,1.0084412,0.916764727,0.99770266,0.907002418,0.93240368,0.847639709,,,,,,,,,,,,,,
1688,1.0084263,0.916751182,0.9971838,0.906530727,0.93034273,0.845766118,,,,,,,,,,,,,,
1689,1.0084581,0.916780091,0.99639505,0.905813682,0.93314648,0.848314982,,,,,,,,,,,,,,
1690,1.0081867,0.916533364,0.99702108,0.9063828,0.93238825,0.847625682,,,,,,,,,,,,,,
1691,1.008435,0.916759091,0.99643272,0.905847927,0.93083888,0.846217164,,,,,,,,,,,,,,
1692,1.0081425,0.916493182,0.99689502,0.9062682,0.93000984,0.845463491,,,,,,,,,,,,,,
1693,1.0074006,0.915818727,0.99621522,0.9056502,0.93118697,0.846533609,,,,,,,,,,,,,,
1694,1.0076258,0.916023455,0.99679726,0.906179327,0.93096352,0.846330473,,,,,,,,,,,,,,
1695,1.0070053,0.915459364,0.99617088,0.905609891,0.93136442,0.846694927,,,,,,,,,,,,,,
1696,1.007215,0.91565,0.9957273,0.905206636,0.93122214,0.846565582,,,,,,,,,,,,,,
1697,1.0077448,0.916131636,0.99611938,0.905563073,0.93100572,0.846368836,,,,,,,,,,,,,,
1698,1.0066725,0.915156818,0.99573821,0.905216555,0.93071592,0.846105382,,,,,,,,,,,,,,
1699,1.0071906,0.915627818,0.99541235,0.904920318,0.922831,0.838937273,,,,,,,,,,,,,,
1700,1.0068792,0.915344727,0.99503678,0.904578891,0.92911857,0.844653245,,,,,,,,,,,,,,
1701,1.0066273,0.915115727,0.99457145,0.904155864,0.93024766,0.845679691,,,,,,,,,,,,,,
1702,1.006914,0.915376364,0.99517852,0.904707745,0.92397743,0.839979482,,,,,,,,,,,,,,
1703,1.0064865,0.914987727,0.99479771,0.904361555,0.92863661,0.8442151,,,,,,,,,,,,,,
1704,1.0066494,0.915135818,0.99427837,0.903889427,0.92883229,0.844392991,,,,,,,,,,,,,,
1705,1.0065129,0.915011727,0.99414909,0.9037719,0.92859352,0.844175927,,,,,,,,,,,,,,
1706,1.0064186,0.914926,0.99475348,0.904321345,0.92454511,0.840495555,,,,,,,,,,,,,,
1707,1.0055869,0.914169909,0.99394572,0.903587018,0.92782468,0.843476982,,,,,,,,,,,,,,
1708,1.0057715,0.914337727,0.9941864,0.903805818,0.92799801,0.843634555,,,,,,,,,,,,,,
1709,1.0048647,0.913513364,0.9937554,0.903414,0.92755163,0.843228755,,,,,,,,,,,,,,
1710,1.0050478,0.913679818,0.99327093,0.902973573,0.92745411,0.8431401,,,,,,,,,,,,,,
1711,1.0048521,0.913501909,0.99311709,0.902833718,0.92670232,0.842456655,,,,,,,,,,,,,,
1712,1.0047873,0.913443,0.99284142,0.902583109,0.92706943,0.842790391,,,,,,,,,,,,,,
1713,1.0046283,0.913298455,0.99220115,0.902001045,0.92621571,0.842014282,,,,,,,,,,,,,,
1714,1.0050535,0.913685,0.99247169,0.902246991,0.92587888,0.841708073,,,,,,,,,,,,,,
1715,1.0045005,0.913182273,0.99270159,0.902455991,0.92527848,0.841162255,,,,,,,,,,,,,,
1716,1.0049107,0.913555182,0.99262393,0.902385391,0.90296561,0.820877827,,,,,,,,,,,,,,
1717,1.0049213,0.913564818,0.99207985,0.901890773,0.92593402,0.8417582,,,,,,,,,,,,,,
1718,1.0038596,0.912599636,0.99145716,0.901324691,0.9256413,0.841492091,,,,,,,,,,,,,,
1719,1.0041546,0.912867818,0.99204165,0.901856045,0.92241895,0.838562682,,,,,,,,,,,,,,
1720,1.004027,0.912751818,0.9926582,0.902416545,0.92227846,0.838434964,,,,,,,,,,,,,,
1721,1.0041686,0.912880545,0.99143791,0.901307191,0.92394066,0.839946055,,,,,,,,,,,,,,
1722,1.0035081,0.912280091,0.99195206,0.9017746,0.92487299,0.840793627,,,,,,,,,,,,,,
1723,1.0037708,0.912518909,0.99165225,0.901502045,0.91618341,0.832894009,,,,,,,,,,,,,,
1724,1.0030658,0.911878,0.99142283,0.901293482,0.9230203,0.839109364,,,,,,,,,,,,,,
1725,1.0024719,0.911338091,0.99102724,0.900933855,0.92195588,0.838141709,,,,,,,,,,,,,,
1726,1.0034338,0.912212545,0.99150312,0.901366473,0.89994049,0.818127718,,,,,,,,,,,,,,
1727,1.0023758,0.911250727,0.99095613,0.900869209,0.92255229,0.8386839,,,,,,,,,,,,,,
1728,1.0023283,0.911207545,0.9908855,0.900805,0.9225418,0.838674364,,,,,,,,,,,,,,
1729,1.002827,0.911660909,0.99062365,0.900566955,0.92003506,0.836395509,,,,,,,,,,,,,,
1730,1.0022618,0.911147091,0.99049044,0.900445855,0.92127681,0.837524373,,,,,,,,,,,,,,
1731,1.0021118,0.911010727,0.99037904,0.900344582,0.92156953,0.837790482,,,,,,,,,,,,,,
1732,1.0014333,0.910393909,0.99013937,0.9001267,0.91933769,0.835761536,,,,,,,,,,,,,,
1733,1.001864,0.910785455,0.98973781,0.899761645,0.91759557,0.834177791,,,,,,,,,,,,,,
1734,1.0017538,0.910685273,0.99005067,0.900046064,0.92070496,0.837004509,,,,,,,,,,,,,,
1735,1.0013303,0.910300273,0.98965001,0.899681827,0.92043769,0.836761536,,,,,,,,,,,,,,
1736,1.0005503,0.909591182,0.98978961,0.899808736,0.90074867,0.818862427,,,,,,,,,,,,,,
1737,1.0013942,0.910358364,0.98983729,0.899852082,0.91909486,0.835540782,,,,,,,,,,,,,,
1738,1.0005395,0.909581364,0.98877555,0.898886864,0.91114271,0.828311555,,,,,,,,,,,,,,
1739,1.0005416,0.909583273,0.9887566,0.898869636,0.91449547,0.831359518,,,,,,,,,,,,,,
1740,1.0005405,0.909582273,0.98872948,0.898844982,0.9167276,0.833388727,,,,,,,,,,,,,,
1741,1.0002009,0.909273545,0.98913628,0.8992148,0.91830635,0.834823955,,,,,,,,,,,,,,
1742,1.0001327,0.909211545,0.98863119,0.898755627,0.91508234,0.831893036,,,,,,,,,,,,,,
1743,1.0003366,0.909396909,0.98856145,0.898692227,0.91807246,0.834611327,,,,,,,,,,,,,,
1744,0.99961144,0.908737673,0.9881959,0.898359909,0.91778255,0.834347773,,,,,,,,,,,,,,
1745,0.99931276,0.908466145,0.98794681,0.898133464,0.91777533,0.834341209,,,,,,,,,,,,,,
1746,0.99936402,0.908512745,0.98757195,0.897792682,0.9175027,0.834093364,,,,,,,,,,,,,,
1747,0.99934924,0.908499309,0.98733771,0.897579736,0.91752547,0.834114064,,,,,,,,,,,,,,
1748,0.99927378,0.908430709,0.98724157,0.897492336,0.91692477,0.833567973,,,,,,,,,,,,,,
1749,0.99875438,0.907958527,0.98674387,0.897039882,0.91706181,0.833692555,,,,,,,,,,,,,,
1750,0.99929047,0.908445882,0.98689312,0.897175564,0.91660559,0.833277809,,,,,,,,,,,,,,
1751,0.99841666,0.907651509,0.98674011,0.897036464,0.91630131,0.833001191,,,,,,,,,,,,,,
1752,0.99818498,0.907440891,0.986426,0.896750909,0.90858394,0.8259854,,,,,,,,,,,,,,
